DrugBank_ID,Drug_Name,UniProt_ID
DB00157,NADH,Q9Y6M9
DB00157,NADH,O75306
DB00157,NADH,O43674
DB00157,NADH,O43677
DB00157,NADH,O95139
DB00157,NADH,P56181
DB00157,NADH,P09622
DB00157,NADH,O75489
DB00157,NADH,P00390
DB00157,NADH,Q9UI09
DB00157,NADH,O43920
DB00157,NADH,O43181
DB00157,NADH,P49821
DB00157,NADH,P19404
DB00157,NADH,Q9P0J0
DB00157,NADH,Q16878
DB00157,NADH,O75380
DB00157,NADH,Q9NRX3
DB00157,NADH,O00217
DB00157,NADH,Q02928
DB00157,NADH,P10515
DB00157,NADH,P48728
DB00157,NADH,Q15800
DB00157,NADH,P09601
DB00157,NADH,P30519
DB00157,NADH,P05093
DB00157,NADH,P14679
DB00158,Folic acid,P41440
DB00158,Folic acid,Q96NT5
DB00158,Folic acid,P41439
DB00158,Folic acid,P14207
DB00158,Folic acid,P15328
DB00159,Icosapent,P35354
DB00159,Icosapent,P23219
DB00159,Icosapent,P37231
DB00159,Icosapent,Q03181
DB00159,Icosapent,O14842
DB00159,Icosapent,P32418
DB00159,Icosapent,O15540
DB00159,Icosapent,O60427
DB00159,Icosapent,O60488
DB00159,Icosapent,Q8NER1
DB00159,Icosapent,Q07869
DB00159,Icosapent,P09917
DB00160,Alanine,P80404
DB00160,Alanine,P21549
DB00160,Alanine,P24298
DB00160,Alanine,Q9Y697
DB00160,Alanine,Q7Z2H8
DB00160,Alanine,Q9UHI5
DB00160,Alanine,Q9BYV1
DB00160,Alanine,P49588
DB00160,Alanine,P43007
DB00160,Alanine,Q16719
DB00160,Alanine,Q5JTZ9
DB00160,Alanine,Q8IUZ5
DB00160,Alanine,Q8TD30
DB00161,Valine,P05166
DB00161,Valine,P54687
DB00161,Valine,P26640
DB00162,Vitamin A,P48443
DB00162,Vitamin A,P05090
DB00162,Vitamin A,P41222
DB00162,Vitamin A,Q96NR8
DB00162,Vitamin A,Q92781
DB00162,Vitamin A,Q8NBN7
DB00162,Vitamin A,O94788
DB00162,Vitamin A,P00352
DB00162,Vitamin A,O95237
DB00162,Vitamin A,O75911
DB00162,Vitamin A,P47895
DB00162,Vitamin A,Q6NUM9
DB00162,Vitamin A,Q8TC12
DB00162,Vitamin A,Q9BTZ2
DB00162,Vitamin A,Q9HBH5
DB00162,Vitamin A,Q9NYR8
DB00163,Vitamin E,Q9UDX3
DB00163,Vitamin E,Q9UDX4
DB00163,Vitamin E,O76054
DB00163,Vitamin E,O75469
DB00163,Vitamin E,P05771
DB00163,Vitamin E,P09917
DB00163,Vitamin E,P17252
DB00163,Vitamin E,P23743
DB00163,Vitamin E,P62714
DB00163,Vitamin E,P67775
DB00165,Pyridoxine,O00764
DB00165,Pyridoxine,P20711
DB00166,Lipoic acid,Q9Y234
DB00166,Lipoic acid,P22303
DB00166,Lipoic acid,P35354
DB00166,Lipoic acid,Q9Y289
DB00166,Lipoic acid,O43766
DB00167,Isoleucine,P45954
DB00167,Isoleucine,P54687
DB00167,Isoleucine,O15382
DB00167,Isoleucine,P41252
DB00167,Isoleucine,Q9NSE4
DB00169,Cholecalciferol,P11473
DB00170,Menadione,P38435
DB00170,Menadione,Q9BQB6
DB00170,Menadione,Q8N0U8
DB00170,Menadione,Q06278
DB00170,Menadione,P00734
DB00170,Menadione,P00740
DB00170,Menadione,P04070
DB00170,Menadione,P07225
DB00170,Menadione,P16083
DB00170,Menadione,P15559
DB00170,Menadione,P02818
DB00172,Proline,P23284
DB00172,Proline,P62937
DB00172,Proline,P32322
DB00172,Proline,P07814
DB00172,Proline,Q9UN76
DB00172,Proline,Q99884
DB00172,Proline,Q96C36
DB00172,Proline,O15460
DB00172,Proline,O43272
DB00172,Proline,O43447
DB00172,Proline,O94903
DB00172,Proline,P13674
DB00172,Proline,P30405
DB00172,Proline,P45877
DB00172,Proline,Q13427
DB00172,Proline,Q32P28
DB00172,Proline,Q4W8W1
DB00172,Proline,Q7L3T8
DB00172,Proline,Q8IVL5
DB00172,Proline,Q8IVL6
DB00172,Proline,Q53H96
DB00172,Proline,Q96EM0
DB00173,Adenine,P07741
DB00173,Adenine,Q13126
DB00173,Adenine,O00763
DB00173,Adenine,P24666
DB00173,Adenine,Q9BY49
DB00173,Adenine,P78362
DB00174,Asparagine,Q9H2H9
DB00174,Asparagine,Q15758
DB00174,Asparagine,P08243
DB00174,Asparagine,O43776
DB00174,Asparagine,Q7L266
DB00174,Asparagine,Q96I59
DB00175,Pravastatin,P04035
DB00175,Pravastatin,Q92769
DB00176,Fluvoxamine,P31645
DB00176,Fluvoxamine,Q12809
DB00177,Valsartan,P30556
DB00178,Ramipril,P12821
DB00178,Ramipril,P46663
DB00180,Flunisolide,P04150
DB00181,Baclofen,O75899
DB00181,Baclofen,Q9UBS5
DB00181,Baclofen,P61073
DB00182,Amphetamine,Q05940
DB00182,Amphetamine,Q01959
DB00182,Amphetamine,Q16568
DB00182,Amphetamine,Q96RJ0
DB00182,Amphetamine,P21397
DB00182,Amphetamine,P23975
DB00182,Amphetamine,P35348
DB00182,Amphetamine,P08588
DB00182,Amphetamine,P14416
DB00182,Amphetamine,P27338
DB00182,Amphetamine,P31645
DB00183,Pentagastrin,P32239
DB00184,Nicotine,P43681
DB00184,Nicotine,P36544
DB00184,Nicotine,P17787
DB00184,Nicotine,Q15822
DB00184,Nicotine,P32297
DB00184,Nicotine,P30532
DB00184,Nicotine,Q15825
DB00184,Nicotine,Q9UGM1
DB00184,Nicotine,Q9GZZ6
DB00184,Nicotine,Q05901
DB00184,Nicotine,P30926
DB00184,Nicotine,P11511
DB00184,Nicotine,P28329
DB00185,Cevimeline,P20309
DB00185,Cevimeline,P11229
DB00186,Lorazepam,P14867
DB00186,Lorazepam,P30536
DB00187,Esmolol,P08588
DB00188,Bortezomib,P28074
DB00188,Bortezomib,P20618
DB00188,Bortezomib,P07477
DB00189,Ethchlorvynol,P14867
DB00189,Ethchlorvynol,P47870
DB00190,Carbidopa,P20711
DB00191,Phentermine,P23975
DB00191,Phentermine,P31645
DB00191,Phentermine,Q01959
DB00191,Phentermine,P21397
DB00191,Phentermine,P27338
DB00191,Phentermine,P01303
DB00192,Indecainide,Q14524
DB00193,Tramadol,P35372
DB00193,Tramadol,P23975
DB00193,Tramadol,P31645
DB00193,Tramadol,Q99250
DB00193,Tramadol,P41145
DB00193,Tramadol,P41143
DB00193,Tramadol,Q05586
DB00193,Tramadol,P30542
DB00193,Tramadol,P08913
DB00193,Tramadol,P28335
DB00193,Tramadol,P36544
DB00193,Tramadol,P20309
DB00193,Tramadol,P11229
DB00193,Tramadol,P25103
DB00193,Tramadol,Q8NER1
DB00194,Vidarabine,P29275
DB00195,Betaxolol,P08588
DB00195,Betaxolol,P07550
DB00197,Troglitazone,P37231
DB00197,Troglitazone,P62508
DB00197,Troglitazone,P11474
DB00197,Troglitazone,Q03181
DB00197,Troglitazone,Q07869
DB00197,Troglitazone,P09211
DB00197,Troglitazone,O60488
DB00197,Troglitazone,P05121
DB00197,Troglitazone,Q99808
DB00198,Oseltamivir,Q99519
DB00198,Oseltamivir,Q9Y3R4
DB00199,Erythromycin,O43193
DB00199,Erythromycin,Q12809
DB00200,Hydroxocobalamin,Q99707
DB00200,Hydroxocobalamin,P22033
DB00200,Hydroxocobalamin,Q8IVH4
DB00200,Hydroxocobalamin,P20061
DB00200,Hydroxocobalamin,Q9BXJ7
DB00200,Hydroxocobalamin,O60494
DB00200,Hydroxocobalamin,Q9Y4U1
DB00201,Caffeine,P30542
DB00201,Caffeine,P29274
DB00201,Caffeine,P29275
DB00201,Caffeine,P0DMS8
DB00201,Caffeine,Q08499
DB00201,Caffeine,P21589
DB00201,Caffeine,Q07343
DB00201,Caffeine,P21817
DB00201,Caffeine,P27815
DB00201,Caffeine,P78527
DB00201,Caffeine,O00329
DB00201,Caffeine,P42336
DB00201,Caffeine,P42338
DB00201,Caffeine,Q14643
DB00201,Caffeine,Q13315
DB00202,Succinylcholine,Q9GZZ6
DB00202,Succinylcholine,P08172
DB00202,Succinylcholine,P20309
DB00203,Sildenafil,O76074
DB00203,Sildenafil,P05155
DB00203,Sildenafil,P18545
DB00203,Sildenafil,Q13956
DB00203,Sildenafil,P11926
DB00203,Sildenafil,Q9NZQ7
DB00204,Dofetilide,Q12809
DB00204,Dofetilide,O95069
DB00204,Dofetilide,Q14500
DB00205,Pyrimethamine,P00374
DB00205,Pyrimethamine,P07686
DB00205,Pyrimethamine,P15328
DB00206,Reserpine,Q05940
DB00206,Reserpine,P54219
DB00206,Reserpine,O15392
DB00207,Azithromycin,Q9UM07
DB00208,Ticlopidine,Q9H244
DB00208,Ticlopidine,P25105
DB00209,Trospium,P08912
DB00209,Trospium,P20309
DB00209,Trospium,P11229
DB00210,Adapalene,P10826
DB00210,Adapalene,P13631
DB00210,Adapalene,P28702
DB00210,Adapalene,P48443
DB00210,Adapalene,P19793
DB00210,Adapalene,P05412
DB00210,Adapalene,O60603
DB00210,Adapalene,P10276
DB00210,Adapalene,P17174
DB00211,Midodrine,P35348
DB00211,Midodrine,P35368
DB00211,Midodrine,P25100
DB00213,Pantoprazole,P20648
DB00213,Pantoprazole,P51164
DB00213,Pantoprazole,O94760
DB00214,Torasemide,P55011
DB00214,Torasemide,Q13621
DB00215,Citalopram,P31645
DB00215,Citalopram,P35367
DB00216,Eletriptan,P28222
DB00216,Eletriptan,P28221
DB00216,Eletriptan,P30939
DB00216,Eletriptan,P08908
DB00216,Eletriptan,P28566
DB00216,Eletriptan,P41595
DB00216,Eletriptan,P34969
DB00217,Bethanidine,P48048
DB00217,Bethanidine,P08913
DB00217,Bethanidine,P08588
DB00218,Moxifloxacin,P11388
DB00218,Moxifloxacin,P27169
DB00219,Oxyphenonium,P11229
DB00221,Isoetharine,P08588
DB00221,Isoetharine,P07550
DB00222,Glimepiride,Q14654
DB00222,Glimepiride,P48048
DB00222,Glimepiride,Q09428
DB00222,Glimepiride,O60706
DB00223,Diflorasone,P04150
DB00223,Diflorasone,P04054
DB00226,Guanadrel,P23975
DB00227,Lovastatin,P04035
DB00227,Lovastatin,P20701
DB00227,Lovastatin,Q92769
DB00228,Enflurane,P14867
DB00228,Enflurane,Q06432
DB00228,Enflurane,P23415
DB00228,Enflurane,P98194
DB00228,Enflurane,Q05586
DB00228,Enflurane,O14983
DB00230,Pregabalin,P54289
DB00231,Temazepam,P14867
DB00231,Temazepam,P30536
DB00232,Methyclothiazide,Q13621
DB00232,Methyclothiazide,P00915
DB00232,Methyclothiazide,P00918
DB00232,Methyclothiazide,P22748
DB00233,Aminosalicylic acid,P00374
DB00233,Aminosalicylic acid,P23219
DB00233,Aminosalicylic acid,P35354
DB00233,Aminosalicylic acid,O15111
DB00233,Aminosalicylic acid,P09917
DB00233,Aminosalicylic acid,Q9NZK7
DB00234,Reboxetine,P23975
DB00235,Milrinone,Q14432
DB00237,Butabarbital,P14867
DB00237,Butabarbital,Q9GZZ6
DB00237,Butabarbital,P42261
DB00237,Butabarbital,P42262
DB00237,Butabarbital,P42263
DB00237,Butabarbital,P48058
DB00237,Butabarbital,P39086
DB00237,Butabarbital,Q13002
DB00237,Butabarbital,Q13003
DB00237,Butabarbital,Q16099
DB00237,Butabarbital,Q16478
DB00239,Oxiconazole,O75469
DB00240,Alclometasone,P04150
DB00240,Alclometasone,P08185
DB00241,Butalbital,P47869
DB00241,Butalbital,P34903
DB00241,Butalbital,P48169
DB00241,Butalbital,P31644
DB00241,Butalbital,Q16445
DB00241,Butalbital,P14867
DB00241,Butalbital,P43681
DB00241,Butalbital,P36544
DB00241,Butalbital,P42262
DB00241,Butalbital,Q13002
DB00242,Cladribine,P23921
DB00242,Cladribine,P31350
DB00242,Cladribine,Q7LG56
DB00242,Cladribine,P09884
DB00242,Cladribine,Q07864
DB00242,Cladribine,P56282
DB00242,Cladribine,Q9NRF9
DB00242,Cladribine,Q9NR33
DB00242,Cladribine,P00491
DB00242,Cladribine,P00813
DB00242,Cladribine,P09874
DB00243,Ranolazine,P00747
DB00243,Ranolazine,P35498
DB00243,Ranolazine,Q14500
DB00243,Ranolazine,Q13936
DB00243,Ranolazine,P35348
DB00243,Ranolazine,P08588
DB00244,Mesalazine,P35354
DB00244,Mesalazine,P23219
DB00244,Mesalazine,P09917
DB00244,Mesalazine,P37231
DB00244,Mesalazine,O15111
DB00244,Mesalazine,O14920
DB00244,Mesalazine,P35228
DB00245,Benzatropine,P11229
DB00245,Benzatropine,Q01959
DB00245,Benzatropine,P35367
DB00245,Benzatropine,P31645
DB00245,Benzatropine,P23975
DB00246,Ziprasidone,P14416
DB00246,Ziprasidone,P28223
DB00246,Ziprasidone,P08908
DB00246,Ziprasidone,P28221
DB00246,Ziprasidone,P28335
DB00246,Ziprasidone,P36544
DB00246,Ziprasidone,P21728
DB00246,Ziprasidone,P21918
DB00246,Ziprasidone,P35462
DB00246,Ziprasidone,P21917
DB00246,Ziprasidone,P28222
DB00246,Ziprasidone,P28566
DB00246,Ziprasidone,P50406
DB00246,Ziprasidone,P34969
DB00246,Ziprasidone,P35367
DB00246,Ziprasidone,P35348
DB00246,Ziprasidone,P35368
DB00246,Ziprasidone,P08913
DB00246,Ziprasidone,P18089
DB00246,Ziprasidone,P18825
DB00246,Ziprasidone,P11229
DB00246,Ziprasidone,P08172
DB00246,Ziprasidone,P20309
DB00246,Ziprasidone,P08173
DB00246,Ziprasidone,P08912
DB00246,Ziprasidone,P46098
DB00246,Ziprasidone,P47898
DB00247,Methysergide,P41595
DB00247,Methysergide,P28335
DB00247,Methysergide,P28223
DB00247,Methysergide,P08908
DB00247,Methysergide,P34969
DB00247,Methysergide,P28222
DB00247,Methysergide,P30939
DB00247,Methysergide,P28566
DB00248,Cabergoline,P14416
DB00248,Cabergoline,P41595
DB00248,Cabergoline,P35462
DB00248,Cabergoline,P28223
DB00248,Cabergoline,P18089
DB00248,Cabergoline,P28221
DB00248,Cabergoline,P21917
DB00248,Cabergoline,P08913
DB00248,Cabergoline,P08908
DB00248,Cabergoline,P18825
DB00248,Cabergoline,P21918
DB00248,Cabergoline,P21728
DB00248,Cabergoline,P28222
DB00248,Cabergoline,P28335
DB00248,Cabergoline,P34969
DB00248,Cabergoline,P35348
DB00248,Cabergoline,P35368
DB00248,Cabergoline,P25100
DB00248,Cabergoline,P08588
DB00248,Cabergoline,P07550
DB00249,Idoxuridine,P04183
DB00252,Phenytoin,Q14524
DB00252,Phenytoin,P35498
DB00252,Phenytoin,Q12809
DB00252,Phenytoin,Q13936
DB00252,Phenytoin,Q99250
DB00252,Phenytoin,Q9UQD0
DB00252,Phenytoin,O75469
DB00252,Phenytoin,Q07699
DB00252,Phenytoin,Q9NY46
DB00253,Medrysone,P04150
DB00253,Medrysone,P62508
DB00253,Medrysone,O95718
DB00253,Medrysone,P11474
DB00255,Diethylstilbestrol,Q92731
DB00255,Diethylstilbestrol,P03372
DB00255,Diethylstilbestrol,P62508
DB00255,Diethylstilbestrol,P11474
DB00255,Diethylstilbestrol,O95718
DB00255,Diethylstilbestrol,Q15596
DB00255,Diethylstilbestrol,O75469
DB00255,Diethylstilbestrol,P10275
DB00255,Diethylstilbestrol,P04278
DB00257,Clotrimazole,O15554
DB00257,Clotrimazole,P25025
DB00257,Clotrimazole,O75469
DB00257,Clotrimazole,Q8TDS4
DB00260,Cycloserine,Q05586
DB00261,Anagrelide,Q14432
DB00262,Carmustine,P00390
DB00264,Metoprolol,P08588
DB00264,Metoprolol,P07550
DB00265,Crotamiton,Q9HBA0
DB00266,Dicoumarol,Q9BQB6
DB00266,Dicoumarol,P15559
DB00266,Dicoumarol,Q08257
DB00268,Ropinirole,P35462
DB00268,Ropinirole,P14416
DB00268,Ropinirole,P21917
DB00268,Ropinirole,P35348
DB00269,Chlorotrianisene,P03372
DB00270,Isradipine,Q13936
DB00270,Isradipine,P54289
DB00270,Isradipine,Q08289
DB00270,Isradipine,O95180
DB00270,Isradipine,Q9NY47
DB00270,Isradipine,Q01668
DB00270,Isradipine,Q13698
DB00272,Betazole,P25021
DB00273,Topiramate,P14867
DB00273,Topiramate,P35498
DB00273,Topiramate,P39086
DB00273,Topiramate,P00918
DB00273,Topiramate,P22748
DB00273,Topiramate,Q13936
DB00273,Topiramate,P00915
DB00273,Topiramate,P07451
DB00273,Topiramate,Q15878
DB00275,Olmesartan,P30556
DB00276,Amsacrine,P11388
DB00276,Amsacrine,Q02880
DB00276,Amsacrine,Q12809
DB00276,Amsacrine,P02763
DB00276,Amsacrine,P02768
DB00277,Theophylline,P30542
DB00277,Theophylline,P29274
DB00277,Theophylline,P29275
DB00277,Theophylline,Q07343
DB00277,Theophylline,O76074
DB00277,Theophylline,P27815
DB00277,Theophylline,Q14432
DB00277,Theophylline,Q92769
DB00277,Theophylline,P09874
DB00277,Theophylline,Q7Z5B4
DB00277,Theophylline,P21589
DB00277,Theophylline,Q99829
DB00278,Argatroban,P00734
DB00279,Liothyronine,P10827
DB00279,Liothyronine,P10828
DB00279,Liothyronine,P12004
DB00280,Disopyramide,Q14524
DB00280,Disopyramide,P11229
DB00280,Disopyramide,P08172
DB00280,Disopyramide,P20309
DB00280,Disopyramide,Q9NZV8
DB00280,Disopyramide,Q9UK17
DB00280,Disopyramide,Q12809
DB00280,Disopyramide,P19652
DB00281,Lidocaine,Q9Y5Y9
DB00281,Lidocaine,Q15858
DB00281,Lidocaine,Q14524
DB00281,Lidocaine,Q9UI33
DB00281,Lidocaine,P00533
DB00281,Lidocaine,P35499
DB00281,Lidocaine,P02763
DB00281,Lidocaine,P19652
DB00282,Pamidronic acid,P14324
DB00282,Pamidronic acid,O95749
DB00282,Pamidronic acid,P42574
DB00282,Pamidronic acid,P55211
DB00283,Clemastine,P35367
DB00284,Acarbose,O43451
DB00284,Acarbose,P14410
DB00284,Acarbose,P04746
DB00284,Acarbose,P10253
DB00285,Venlafaxine,P31645
DB00285,Venlafaxine,P23975
DB00285,Venlafaxine,Q01959
DB00286,Conjugated estrogens,Q92731
DB00286,Conjugated estrogens,P03372
DB00287,Travoprost,P43088
DB00288,Amcinonide,P04150
DB00288,Amcinonide,P62508
DB00288,Amcinonide,O95718
DB00288,Amcinonide,P11474
DB00288,Amcinonide,P04083
DB00289,Atomoxetine,P23975
DB00289,Atomoxetine,P31645
DB00289,Atomoxetine,Q05586
DB00289,Atomoxetine,P48549
DB00289,Atomoxetine,P41145
DB00290,Bleomycin,P18858
DB00290,Bleomycin,P49916
DB00292,Etomidate,P14867
DB00292,Etomidate,P18089
DB00292,Etomidate,Q99928
DB00293,Raltitrexed,P04818
DB00293,Raltitrexed,Q05932
DB00294,Etonogestrel,P06401
DB00295,Morphine,P35372
DB00295,Morphine,P41145
DB00295,Morphine,P41143
DB00295,Morphine,Q9Y6Y9
DB00296,Ropivacaine,Q9Y5Y9
DB00297,Bupivacaine,Q9Y5Y9
DB00297,Bupivacaine,P34995
DB00298,Dapiprazole,P35348
DB00298,Dapiprazole,P25100
DB00298,Dapiprazole,P35368
DB00298,Dapiprazole,P14416
DB00299,Penciclovir,P04183
DB00302,Tranexamic acid,P00747
DB00304,Desogestrel,P06401
DB00304,Desogestrel,P03372
DB00306,Talbutal,P47869
DB00306,Talbutal,P34903
DB00306,Talbutal,P48169
DB00306,Talbutal,P31644
DB00306,Talbutal,Q16445
DB00306,Talbutal,P14867
DB00306,Talbutal,Q99928
DB00306,Talbutal,P43681
DB00306,Talbutal,P36544
DB00306,Talbutal,P42262
DB00306,Talbutal,Q13002
DB00307,Bexarotene,P19793
DB00307,Bexarotene,P28702
DB00307,Bexarotene,P48443
DB00308,Ibutilide,Q13936
DB00308,Ibutilide,Q02641
DB00308,Ibutilide,Q12809
DB00308,Ibutilide,P54289
DB00308,Ibutilide,Q06432
DB00308,Ibutilide,O00180
DB00308,Ibutilide,Q9Y257
DB00308,Ibutilide,Q9H252
DB00308,Ibutilide,Q9NS40
DB00308,Ibutilide,Q14654
DB00309,Vindesine,Q9H4B7
DB00310,Chlorthalidone,P00915
DB00310,Chlorthalidone,Q13621
DB00311,Ethoxzolamide,P00918
DB00311,Ethoxzolamide,P22748
DB00311,Ethoxzolamide,P43166
DB00311,Ethoxzolamide,P00915
DB00311,Ethoxzolamide,P07451
DB00312,Pentobarbital,P14867
DB00312,Pentobarbital,P47869
DB00312,Pentobarbital,P34903
DB00312,Pentobarbital,P48169
DB00312,Pentobarbital,P31644
DB00312,Pentobarbital,Q16445
DB00312,Pentobarbital,P43681
DB00312,Pentobarbital,P36544
DB00312,Pentobarbital,P42262
DB00312,Pentobarbital,Q13002
DB00312,Pentobarbital,Q05586
DB00312,Pentobarbital,O75469
DB00313,Valproic acid,Q9UKV0
DB00313,Valproic acid,P49840
DB00313,Valproic acid,P80404
DB00313,Valproic acid,P45954
DB00313,Valproic acid,Q02218
DB00313,Valproic acid,P51649
DB00313,Valproic acid,P35498
DB00313,Valproic acid,Q92769
DB00313,Valproic acid,Q07869
DB00313,Valproic acid,Q03181
DB00313,Valproic acid,P37231
DB00313,Valproic acid,Q13547
DB00313,Valproic acid,P38936
DB00313,Valproic acid,P14210
DB00313,Valproic acid,P11926
DB00313,Valproic acid,Q9NZQ7
DB00315,Zolmitriptan,P28222
DB00315,Zolmitriptan,P28221
DB00315,Zolmitriptan,P30939
DB00315,Zolmitriptan,P28566
DB00315,Zolmitriptan,P34969
DB00315,Zolmitriptan,P08908
DB00315,Zolmitriptan,P28223
DB00315,Zolmitriptan,P41595
DB00316,Acetaminophen,P35354
DB00316,Acetaminophen,P23219
DB00316,Acetaminophen,P31645
DB00316,Acetaminophen,P23975
DB00316,Acetaminophen,Q15185
DB00316,Acetaminophen,Q8NER1
DB00317,Gefitinib,P00533
DB00318,Codeine,P35372
DB00318,Codeine,P41145
DB00318,Codeine,P41143
DB00320,Dihydroergotamine,P28222
DB00320,Dihydroergotamine,P28221
DB00320,Dihydroergotamine,P30939
DB00320,Dihydroergotamine,P14416
DB00320,Dihydroergotamine,P08913
DB00320,Dihydroergotamine,P08908
DB00320,Dihydroergotamine,P28566
DB00320,Dihydroergotamine,P28223
DB00320,Dihydroergotamine,P41595
DB00320,Dihydroergotamine,P28335
DB00320,Dihydroergotamine,P35348
DB00320,Dihydroergotamine,P35462
DB00320,Dihydroergotamine,P21917
DB00320,Dihydroergotamine,Q13639
DB00320,Dihydroergotamine,P13945
DB00321,Amitriptyline,P23975
DB00321,Amitriptyline,P31645
DB00321,Amitriptyline,P28223
DB00321,Amitriptyline,P08908
DB00321,Amitriptyline,P41143
DB00321,Amitriptyline,P41145
DB00321,Amitriptyline,P04629
DB00321,Amitriptyline,Q16620
DB00321,Amitriptyline,P35348
DB00321,Amitriptyline,P25100
DB00321,Amitriptyline,P08913
DB00321,Amitriptyline,P35367
DB00321,Amitriptyline,O43526
DB00321,Amitriptyline,Q09470
DB00321,Amitriptyline,P25021
DB00321,Amitriptyline,Q9H3N8
DB00321,Amitriptyline,Q99720
DB00321,Amitriptyline,P28335
DB00321,Amitriptyline,P35368
DB00321,Amitriptyline,P34969
DB00321,Amitriptyline,P28221
DB00321,Amitriptyline,P35372
DB00321,Amitriptyline,P28222
DB00321,Amitriptyline,P50406
DB00321,Amitriptyline,O43525
DB00321,Amitriptyline,P11229
DB00321,Amitriptyline,Q12809
DB00322,Floxuridine,P04818
DB00323,Tolcapone,P21964
DB00324,Fluorometholone,P04150
DB00325,Nitroprusside,P16066
DB00325,Nitroprusside,Q02153
DB00325,Nitroprusside,Q14571
DB00325,Nitroprusside,Q14573
DB00325,Nitroprusside,Q02108
DB00325,Nitroprusside,Q14643
DB00327,Hydromorphone,P35372
DB00327,Hydromorphone,P41143
DB00327,Hydromorphone,P41145
DB00328,Indomethacin,P35354
DB00328,Indomethacin,P14555
DB00328,Indomethacin,P23219
DB00328,Indomethacin,P19525
DB00328,Indomethacin,Q8N8N7
DB00328,Indomethacin,P37231
DB00328,Indomethacin,Q04760
DB00328,Indomethacin,Q9Y5Y4
DB00328,Indomethacin,Q07869
DB00328,Indomethacin,P42330
DB00331,Metformin,Q16134
DB00331,Metformin,Q9Y478
DB00331,Metformin,Q96FL8
DB00331,Metformin,O00763
DB00331,Metformin,P21695
DB00332,Ipratropium,P20309
DB00332,Ipratropium,P11229
DB00332,Ipratropium,P08172
DB00333,Methadone,P35372
DB00333,Methadone,Q05586
DB00333,Methadone,P41143
DB00333,Methadone,P36544
DB00333,Methadone,P46098
DB00333,Methadone,P32297
DB00333,Methadone,P43681
DB00333,Methadone,P17787
DB00334,Olanzapine,P28223
DB00334,Olanzapine,P14416
DB00334,Olanzapine,P21728
DB00334,Olanzapine,P21918
DB00334,Olanzapine,P35462
DB00334,Olanzapine,P21917
DB00334,Olanzapine,P28335
DB00334,Olanzapine,P46098
DB00334,Olanzapine,P50406
DB00334,Olanzapine,P35367
DB00334,Olanzapine,P35348
DB00334,Olanzapine,P35368
DB00334,Olanzapine,P11229
DB00334,Olanzapine,P08172
DB00334,Olanzapine,P20309
DB00334,Olanzapine,P08173
DB00334,Olanzapine,P08908
DB00334,Olanzapine,P08588
DB00334,Olanzapine,P14867
DB00335,Atenolol,P08588
DB00335,Atenolol,P07550
DB00337,Pimecrolimus,P42345
DB00337,Pimecrolimus,Q08209
DB00337,Pimecrolimus,P62942
DB00338,Omeprazole,P20648
DB00338,Omeprazole,P51164
DB00338,Omeprazole,P35869
DB00340,Metixene,P11229
DB00341,Cetirizine,P35367
DB00342,Terfenadine,P35367
DB00342,Terfenadine,P20309
DB00342,Terfenadine,P11229
DB00342,Terfenadine,P08912
DB00342,Terfenadine,P08173
DB00342,Terfenadine,P08172
DB00342,Terfenadine,Q12809
DB00343,Diltiazem,Q13936
DB00343,Diltiazem,Q06432
DB00343,Diltiazem,P54289
DB00344,Protriptyline,P23975
DB00344,Protriptyline,P31645
DB00345,Aminohippuric acid,Q8TCC7
DB00346,Alfuzosin,P35348
DB00346,Alfuzosin,P35368
DB00346,Alfuzosin,P25100
DB00347,Trimethadione,O43497
DB00348,Nitisinone,P32754
DB00349,Clobazam,P14867
DB00349,Clobazam,Q99928
DB00350,Minoxidil,P48048
DB00350,Minoxidil,P23219
DB00351,Megestrol acetate,P06401
DB00351,Megestrol acetate,P04150
DB00353,Methylergometrine,P21728
DB00353,Methylergometrine,P41595
DB00354,Buclizine,P35367
DB00354,Buclizine,P11229
DB00356,Chlorzoxazone,Q12791
DB00357,Aminoglutethimide,P05108
DB00357,Aminoglutethimide,P11511
DB00358,Mefloquine,P29274
DB00360,Sapropterin,P00439
DB00360,Sapropterin,P29474
DB00360,Sapropterin,P07101
DB00360,Sapropterin,P17752
DB00361,Vinorelbine,P07437
DB00361,Vinorelbine,P28482
DB00361,Vinorelbine,P10415
DB00361,Vinorelbine,P27816
DB00363,Clozapine,P14416
DB00363,Clozapine,P28223
DB00363,Clozapine,P21728
DB00363,Clozapine,P35462
DB00363,Clozapine,P21917
DB00363,Clozapine,P21918
DB00363,Clozapine,P08908
DB00363,Clozapine,P28222
DB00363,Clozapine,P28221
DB00363,Clozapine,P28566
DB00363,Clozapine,P46098
DB00363,Clozapine,P28335
DB00363,Clozapine,P50406
DB00363,Clozapine,P34969
DB00363,Clozapine,P18825
DB00363,Clozapine,P35367
DB00363,Clozapine,Q9H3N8
DB00363,Clozapine,P35348
DB00363,Clozapine,P35368
DB00363,Clozapine,P08913
DB00363,Clozapine,P18089
DB00363,Clozapine,P11229
